,bank_accounts_open,credit_cards_held,homes_owned,household_size,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,income_level,credit_rating,reward_Air Miles,reward_Cash Back,reward_Points,mailer_type_Letter,mailer_type_Postcard,overdraft_protection_No,overdraft_protection_Yes,own_your_home_No,own_your_home_Yes
2877,1,1,1,5,325.75,291.0,362.0,150.0,500.0,1,0,0,1,0,1,0,1,0,0,1
2878,1,3,1,4,1253.0,2009.0,1728.0,427.0,848.0,1,1,0,1,0,0,1,1,0,1,0
2879,1,3,1,5,704.25,617.0,976.0,531.0,693.0,0,1,1,0,0,1,0,1,0,0,1
2880,1,2,1,3,1440.0,1281.0,1871.0,1266.0,1342.0,1,0,0,1,0,1,0,1,0,0,1
2881,1,1,1,1,1782.0,1736.0,1947.0,1888.0,1557.0,2,2,1,0,0,0,1,0,1,0,1
2882,1,3,1,3,993.25,284.0,1554.0,1500.0,635.0,2,2,1,0,0,1,0,1,0,0,1
2883,1,1,1,2,1212.75,1326.0,1741.0,753.0,1031.0,1,1,1,0,0,0,1,1,0,0,1
2884,1,2,1,4,1302.0,304.0,1366.0,1840.0,1698.0,0,0,1,0,0,1,0,1,0,0,1
2885,1,2,1,4,1119.25,1652.0,814.0,1126.0,885.0,0,0,0,1,0,0,1,1,0,0,1
2886,1,1,2,5,1122.25,53.0,1399.0,1658.0,1379.0,0,0,0,0,1,0,1,1,0,1,0
2887,2,3,1,4,1162.75,501.0,560.0,1657.0,1933.0,1,1,0,0,1,0,1,1,0,0,1
2888,1,1,1,2,1198.75,1478.0,1738.0,650.0,929.0,0,0,0,1,0,1,0,1,0,0,1
2889,1,3,1,3,909.0,212.0,736.0,817.0,1871.0,1,1,1,0,0,0,1,1,0,1,0
2890,2,1,1,3,815.75,751.0,819.0,1212.0,481.0,1,1,1,0,0,0,1,1,0,1,0
2891,2,1,1,5,1648.75,1443.0,1775.0,1884.0,1493.0,0,2,0,1,0,0,1,1,0,1,0
2892,2,3,1,3,1299.0,397.0,1167.0,1456.0,2176.0,1,1,1,0,0,1,0,1,0,0,1
2893,1,2,1,5,307.0,225.0,474.0,448.0,81.0,2,2,0,0,1,1,0,1,0,0,1
2894,1,2,1,2,1082.75,1486.0,1654.0,579.0,612.0,1,0,1,0,0,1,0,1,0,0,1
2895,2,2,2,3,1069.5,1911.0,1383.0,696.0,288.0,2,2,1,0,0,0,1,1,0,0,1
2896,2,2,1,6,989.5,1547.0,1312.0,651.0,448.0,0,1,1,0,0,0,1,1,0,1,0
2897,2,3,1,4,961.5,1386.0,1068.0,992.0,400.0,0,0,1,0,0,0,1,1,0,1,0
2898,1,1,2,3,1262.5,2128.0,1118.0,770.0,1034.0,0,2,1,0,0,0,1,1,0,1,0
2899,1,2,1,3,1025.75,2072.0,1011.0,420.0,600.0,2,2,0,1,0,0,1,0,1,0,1
2900,2,2,1,4,918.25,852.0,933.0,925.0,963.0,2,0,0,1,0,1,0,0,1,0,1
2901,1,1,1,2,1140.25,584.0,1227.0,1271.0,1479.0,2,0,0,1,0,1,0,1,0,1,0
2902,1,2,1,4,963.0,1430.0,1432.0,667.0,323.0,1,1,1,0,0,0,1,1,0,1,0
2903,1,3,1,3,336.75,442.0,435.0,105.0,365.0,0,1,0,1,0,0,1,1,0,1,0
2904,1,2,1,3,972.0,1813.0,1071.0,829.0,175.0,1,1,0,1,0,1,0,1,0,0,1
2905,1,1,1,4,1003.75,402.0,1037.0,1793.0,783.0,2,0,0,1,0,1,0,1,0,1,0
2906,1,1,1,4,1352.0,83.0,1495.0,2298.0,1532.0,1,0,1,0,0,0,1,0,1,0,1
2907,1,1,2,2,268.5,275.0,180.0,260.0,359.0,0,1,0,1,0,0,1,1,0,0,1
2908,1,2,1,4,957.25,335.0,1214.0,1581.0,699.0,1,2,0,1,0,1,0,1,0,0,1
2909,2,1,1,3,917.0,703.0,639.0,1119.0,1207.0,1,2,0,1,0,1,0,1,0,0,1
2910,1,2,1,4,959.25,1588.0,1378.0,502.0,369.0,2,0,1,0,0,0,1,1,0,0,1
2911,1,1,1,1,908.75,934.0,428.0,809.0,1464.0,0,1,1,0,0,0,1,1,0,0,1
2912,1,2,1,3,760.5,790.0,738.0,901.0,613.0,0,2,0,0,1,1,0,0,1,1,0
2913,1,1,1,3,1303.25,1439.0,1242.0,988.0,1544.0,1,2,0,0,1,0,1,1,0,0,1
2914,2,1,1,3,901.0,1226.0,1119.0,627.0,632.0,1,0,1,0,0,1,0,1,0,0,1
2915,1,2,1,3,784.25,792.0,920.0,540.0,885.0,1,2,0,1,0,1,0,1,0,0,1
2916,3,2,1,2,173.5,23.0,327.0,25.0,319.0,0,1,1,0,0,0,1,1,0,0,1
2917,1,2,1,5,1450.0,407.0,1586.0,2214.0,1593.0,1,2,1,0,0,0,1,1,0,0,1
2918,1,2,1,3,1011.25,498.0,772.0,2161.0,614.0,0,1,0,1,0,0,1,1,0,0,1
2919,1,1,1,4,1155.25,269.0,1044.0,1594.0,1714.0,2,1,0,0,1,0,1,1,0,0,1
2920,1,4,1,3,1144.5,490.0,1150.0,2066.0,872.0,1,0,0,1,0,0,1,1,0,0,1
2921,1,2,2,4,1022.5,825.0,494.0,889.0,1882.0,1,0,1,0,0,1,0,1,0,1,0
2922,2,1,1,4,1084.25,563.0,643.0,1600.0,1531.0,2,2,1,0,0,0,1,1,0,0,1
2923,2,3,1,3,1145.0,1619.0,1389.0,730.0,842.0,0,1,0,0,1,0,1,0,1,1,0
2924,1,2,3,4,1033.0,1228.0,1049.0,1034.0,821.0,1,1,1,0,0,0,1,1,0,0,1
2925,1,1,1,6,862.75,362.0,1277.0,1213.0,599.0,0,2,1,0,0,1,0,1,0,0,1
2926,1,2,1,2,218.5,129.0,386.0,91.0,268.0,1,1,1,0,0,1,0,1,0,0,1
2927,2,4,1,3,1290.25,390.0,1796.0,1595.0,1380.0,0,1,1,0,0,1,0,1,0,0,1
2928,1,1,1,4,675.5,690.0,659.0,774.0,579.0,1,2,0,0,1,1,0,1,0,1,0
2929,1,2,1,3,1309.0,2171.0,1626.0,828.0,611.0,1,1,1,0,0,1,0,0,1,0,1
2930,2,2,1,5,994.25,1661.0,1209.0,735.0,372.0,0,1,0,1,0,1,0,1,0,1,0
2931,1,2,1,3,1064.75,1778.0,1477.0,822.0,182.0,1,1,0,1,0,1,0,1,0,1,0
2932,1,2,1,4,921.0,1656.0,1026.0,510.0,492.0,1,0,0,0,1,0,1,1,0,1,0
2933,1,3,1,4,1105.75,741.0,1574.0,1518.0,590.0,1,0,1,0,0,0,1,1,0,1,0
2934,1,3,1,4,1350.75,468.0,1714.0,1651.0,1570.0,2,0,0,0,1,1,0,1,0,0,1
2935,2,2,1,3,1102.25,494.0,1273.0,2186.0,456.0,1,1,0,1,0,0,1,1,0,1,0
2936,1,1,1,2,1064.25,1501.0,1467.0,884.0,405.0,1,1,0,0,1,1,0,1,0,1,0
2937,2,1,1,4,405.0,476.0,240.0,469.0,435.0,0,0,1,0,0,0,1,1,0,1,0
2938,1,2,1,4,285.25,311.0,404.0,94.0,332.0,1,0,0,1,0,0,1,1,0,1,0
2939,1,1,1,3,1028.25,460.0,576.0,1182.0,1895.0,1,1,0,0,1,0,1,1,0,0,1
2940,1,1,1,4,217.75,9.0,363.0,178.0,321.0,1,2,0,1,0,0,1,1,0,1,0
2941,1,1,1,2,974.75,60.0,630.0,1707.0,1502.0,0,0,1,0,0,0,1,1,0,0,1
2942,1,1,2,2,999.75,1516.0,1303.0,661.0,519.0,0,1,1,0,0,0,1,1,0,1,0
2943,1,1,2,5,814.0,941.0,887.0,900.0,528.0,1,2,1,0,0,0,1,1,0,0,1
2944,1,2,1,3,843.75,296.0,1275.0,1318.0,486.0,1,2,1,0,0,0,1,1,0,1,0
2945,1,1,1,3,353.25,498.0,342.0,151.0,422.0,1,0,0,1,0,0,1,1,0,0,1
2946,1,1,1,3,1207.5,1260.0,781.0,1617.0,1172.0,1,1,0,0,1,1,0,1,0,1,0
2947,2,1,2,2,783.25,62.0,1165.0,1103.0,803.0,1,0,0,1,0,0,1,1,0,0,1
2948,1,2,1,5,1027.5,1878.0,1466.0,740.0,26.0,1,2,0,1,0,1,0,0,1,1,0
2949,1,2,1,4,971.5,1626.0,1187.0,680.0,393.0,1,0,0,1,0,0,1,1,0,0,1
2950,2,1,1,4,1328.75,1797.0,1457.0,1208.0,853.0,1,0,0,1,0,1,0,1,0,0,1
2951,2,2,2,5,1064.5,1790.0,1476.0,727.0,265.0,2,2,0,0,1,1,0,0,1,1,0
2952,1,2,1,3,1004.5,1585.0,933.0,515.0,985.0,2,2,0,1,0,1,0,1,0,1,0
2953,1,2,1,5,761.5,909.0,604.0,762.0,771.0,1,0,0,0,1,1,0,1,0,0,1
2954,2,1,1,4,686.25,549.0,728.0,628.0,840.0,0,2,0,0,1,0,1,1,0,0,1
2955,1,4,1,4,1256.5,823.0,1022.0,1479.0,1702.0,1,2,0,0,1,0,1,1,0,1,0
2956,1,3,1,2,274.5,67.0,321.0,286.0,424.0,0,1,1,0,0,1,0,1,0,0,1
2957,1,4,1,3,1102.0,1105.0,472.0,1489.0,1342.0,1,0,0,1,0,1,0,1,0,1,0
2958,2,2,1,4,239.5,169.0,261.0,107.0,421.0,2,2,0,0,1,1,0,1,0,1,0
2959,1,2,2,3,1154.0,323.0,1592.0,2167.0,534.0,1,0,1,0,0,1,0,1,0,0,1
2960,1,1,1,2,748.0,695.0,890.0,599.0,808.0,0,2,0,1,0,0,1,1,0,0,1
2961,1,1,1,5,1058.0,380.0,1368.0,1521.0,963.0,0,1,1,0,0,0,1,0,1,1,0
2962,1,1,1,3,1314.75,1550.0,1745.0,959.0,1005.0,1,1,0,1,0,1,0,1,0,0,1
2963,1,1,1,4,1308.5,899.0,801.0,1385.0,2149.0,2,1,0,0,1,0,1,1,0,1,0
2964,1,3,1,3,179.0,241.0,53.0,202.0,220.0,1,0,0,0,1,0,1,1,0,1,0
2965,1,1,1,3,1239.0,764.0,1413.0,1525.0,1254.0,1,1,0,1,0,0,1,1,0,1,0
2966,2,2,1,2,1165.0,1571.0,1583.0,493.0,1013.0,2,2,1,0,0,0,1,1,0,1,0
2967,1,3,1,5,938.25,233.0,1287.0,1310.0,923.0,0,0,0,0,1,0,1,1,0,0,1
2968,1,2,2,3,1100.5,712.0,1452.0,1513.0,725.0,1,0,0,1,0,1,0,1,0,0,1
2969,1,2,2,3,271.75,41.0,239.0,390.0,417.0,1,2,1,0,0,1,0,1,0,0,1
2970,1,2,1,2,1053.0,1853.0,1410.0,679.0,270.0,1,2,0,0,1,0,1,1,0,1,0
2971,2,4,1,2,1039.75,1200.0,1472.0,497.0,990.0,1,2,1,0,0,0,1,0,1,0,1
2972,1,2,1,3,1349.5,1876.0,1569.0,1329.0,624.0,1,2,0,1,0,0,1,1,0,0,1
2973,1,1,1,3,1386.0,2189.0,1604.0,1307.0,444.0,1,1,0,1,0,0,1,1,0,1,0
2974,1,1,1,3,726.25,535.0,878.0,978.0,514.0,2,0,0,0,1,1,0,0,1,1,0
2975,1,1,2,2,964.0,1560.0,1075.0,827.0,394.0,0,0,1,0,0,0,1,1,0,0,1
2976,1,2,1,3,244.75,168.0,331.0,66.0,414.0,0,2,0,1,0,0,1,0,1,0,1
2977,1,2,1,3,1341.75,425.0,1388.0,1624.0,1930.0,0,0,0,1,0,1,0,1,0,0,1
2978,1,3,1,5,1235.75,982.0,1412.0,1822.0,727.0,2,2,0,0,1,1,0,1,0,1,0
2979,1,1,2,3,264.75,76.0,391.0,159.0,433.0,1,1,1,0,0,0,1,1,0,0,1
2980,2,2,1,3,1057.5,398.0,1418.0,1539.0,875.0,1,2,0,1,0,0,1,1,0,0,1
2981,2,2,1,3,1564.75,1298.0,1176.0,1906.0,1879.0,1,1,1,0,0,1,0,1,0,0,1
2982,1,1,1,3,159.75,94.0,176.0,166.0,203.0,1,0,0,0,1,1,0,1,0,0,1
2983,1,2,1,4,1138.0,707.0,535.0,1709.0,1601.0,1,1,0,1,0,1,0,1,0,0,1
2984,1,1,1,3,900.0,1805.0,1209.0,563.0,23.0,1,2,1,0,0,0,1,1,0,0,1
2985,1,1,1,4,1156.75,309.0,1260.0,2050.0,1008.0,2,1,1,0,0,1,0,1,0,0,1
2986,1,2,1,2,904.75,913.0,939.0,838.0,929.0,1,1,1,0,0,0,1,0,1,0,1
2987,1,2,1,3,335.0,378.0,318.0,380.0,264.0,0,2,0,1,0,1,0,1,0,1,0
2988,3,2,1,2,783.5,168.0,1352.0,899.0,715.0,1,1,0,0,1,1,0,1,0,1,0
2989,1,3,2,2,342.5,313.0,432.0,279.0,346.0,1,0,1,0,0,1,0,1,0,0,1
2990,1,2,1,4,1375.0,797.0,1780.0,1666.0,1257.0,2,0,0,1,0,0,1,1,0,1,0
2991,1,2,1,4,1258.0,1299.0,1669.0,1176.0,888.0,1,0,0,1,0,1,0,1,0,1,0
2992,2,3,1,5,1113.0,1816.0,1475.0,870.0,291.0,1,1,0,0,1,1,0,1,0,0,1
2993,1,1,1,4,695.25,656.0,803.0,597.0,725.0,2,1,0,1,0,0,1,1,0,1,0
2994,1,3,2,5,1416.0,845.0,1892.0,1315.0,1612.0,2,2,1,0,0,0,1,1,0,0,1
2995,1,3,1,4,972.75,1348.0,1514.0,412.0,617.0,2,2,0,1,0,1,0,1,0,1,0
2996,1,4,1,3,642.75,598.0,778.0,642.0,553.0,1,1,1,0,0,1,0,1,0,1,0
2997,1,1,1,3,1285.5,307.0,1698.0,1696.0,1441.0,1,1,0,0,1,1,0,0,1,0,1
2998,1,2,2,3,929.25,102.0,1217.0,1063.0,1335.0,2,1,0,0,1,1,0,1,0,0,1
2999,1,2,1,2,950.75,1784.0,1173.0,602.0,244.0,2,0,1,0,0,0,1,1,0,1,0
3000,1,1,1,4,1367.75,868.0,812.0,1961.0,1830.0,1,1,0,1,0,1,0,1,0,0,1
3001,1,2,1,5,902.0,79.0,1169.0,1056.0,1304.0,0,0,1,0,0,0,1,1,0,0,1
3002,1,2,2,3,979.5,692.0,856.0,918.0,1452.0,1,1,1,0,0,1,0,0,1,0,1
3003,1,1,1,4,816.5,884.0,961.0,718.0,703.0,2,2,1,0,0,1,0,1,0,1,0
3004,1,1,1,3,873.0,133.0,1029.0,1254.0,1076.0,0,2,1,0,0,1,0,1,0,1,0
3005,2,3,1,5,1123.75,609.0,945.0,1985.0,956.0,1,1,1,0,0,0,1,1,0,0,1
3006,1,2,1,2,1288.25,600.0,968.0,1575.0,2010.0,1,1,0,0,1,1,0,1,0,0,1
3007,1,1,1,2,1095.0,676.0,1001.0,940.0,1763.0,2,2,1,0,0,1,0,1,0,1,0
3008,1,3,1,4,200.25,36.0,349.0,396.0,20.0,1,2,0,1,0,0,1,1,0,0,1
3009,1,2,2,3,422.0,320.0,410.0,477.0,481.0,1,0,0,1,0,0,1,0,1,0,1
3010,1,3,1,6,1120.75,568.0,1529.0,1343.0,1043.0,0,1,0,1,0,1,0,1,0,0,1
3011,2,2,1,3,604.75,638.0,619.0,610.0,552.0,1,0,1,0,0,1,0,1,0,1,0
3012,2,2,1,4,697.25,108.0,616.0,862.0,1203.0,0,2,1,0,0,0,1,1,0,1,0
3013,1,2,1,3,255.25,438.0,18.0,260.0,305.0,1,0,1,0,0,1,0,0,1,0,1
3014,1,2,1,3,1009.25,1615.0,1444.0,862.0,116.0,0,0,0,1,0,0,1,1,0,0,1
3015,1,2,1,2,1070.5,1689.0,1001.0,1173.0,419.0,0,0,0,1,0,1,0,1,0,0,1
3016,1,3,1,3,1490.5,759.0,1741.0,2097.0,1365.0,0,2,1,0,0,0,1,0,1,1,0
3017,2,3,1,3,1228.5,2035.0,1671.0,545.0,663.0,2,0,1,0,0,0,1,1,0,0,1
3018,1,2,1,4,1308.5,985.0,439.0,1781.0,2029.0,1,2,0,1,0,0,1,1,0,0,1
3019,1,2,1,3,955.75,286.0,1133.0,1253.0,1151.0,1,0,1,0,0,0,1,0,1,0,1
3020,1,2,1,4,1481.75,954.0,1651.0,2136.0,1186.0,1,2,0,0,1,1,0,1,0,0,1
3021,1,3,1,3,669.75,639.0,605.0,556.0,879.0,1,2,0,1,0,1,0,1,0,0,1
3022,2,1,1,5,1134.5,494.0,1297.0,1300.0,1447.0,2,2,0,0,1,0,1,1,0,0,1
3023,1,2,1,4,1007.5,877.0,610.0,976.0,1567.0,2,2,0,1,0,0,1,1,0,0,1
3024,1,3,1,1,1004.0,1949.0,1246.0,799.0,22.0,1,0,0,0,1,1,0,0,1,0,1
3025,1,1,1,3,983.0,595.0,1039.0,1544.0,754.0,1,2,1,0,0,1,0,1,0,0,1
3026,1,3,2,2,218.25,103.0,235.0,478.0,57.0,0,0,0,0,1,1,0,1,0,0,1
3027,1,1,1,4,1188.25,2140.0,1261.0,804.0,548.0,2,2,0,0,1,0,1,0,1,0,1
3028,1,1,1,3,716.25,575.0,726.0,663.0,901.0,1,2,0,0,1,0,1,1,0,0,1
3029,1,1,2,5,1828.0,1884.0,1713.0,1829.0,1886.0,1,1,0,1,0,1,0,1,0,0,1
3030,1,1,1,3,1338.5,1224.0,1794.0,1348.0,988.0,1,2,0,1,0,1,0,1,0,0,1
3031,1,1,1,3,1093.25,246.0,1697.0,1734.0,696.0,2,2,0,1,0,0,1,1,0,1,0
3032,1,2,1,2,905.5,1656.0,1295.0,516.0,155.0,2,2,0,1,0,1,0,1,0,0,1
3033,2,3,1,4,1054.0,842.0,853.0,1684.0,837.0,1,0,1,0,0,1,0,1,0,1,0
3034,1,2,1,3,957.0,1527.0,1392.0,594.0,315.0,0,2,1,0,0,1,0,0,1,0,1
3035,1,4,1,3,1065.75,1756.0,1410.0,799.0,298.0,0,0,0,0,1,0,1,1,0,0,1
3036,1,1,1,3,1431.0,1041.0,1071.0,1484.0,2128.0,2,1,0,1,0,0,1,1,0,1,0
3037,1,1,2,3,1314.0,884.0,1197.0,1393.0,1782.0,1,2,1,0,0,1,0,1,0,0,1
3038,1,2,1,2,745.25,886.0,604.0,972.0,519.0,1,0,1,0,0,0,1,1,0,0,1
3039,2,2,1,3,793.25,774.0,777.0,933.0,689.0,2,1,0,0,1,0,1,1,0,1,0
3040,1,1,1,5,710.25,529.0,639.0,973.0,700.0,2,2,0,0,1,1,0,1,0,0,1
3041,2,4,1,3,1056.25,1912.0,1423.0,818.0,72.0,1,0,0,0,1,0,1,1,0,0,1
3042,1,2,1,3,949.5,81.0,834.0,1896.0,987.0,0,2,1,0,0,0,1,1,0,1,0
3043,2,1,1,4,1355.75,713.0,1677.0,2148.0,885.0,1,2,0,1,0,0,1,1,0,0,1
3044,1,4,1,4,1051.0,630.0,590.0,825.0,2159.0,1,0,0,0,1,1,0,1,0,0,1
3045,1,2,2,4,1131.25,1452.0,871.0,1336.0,866.0,0,2,0,0,1,0,1,1,0,0,1
3046,1,2,1,2,1259.75,1397.0,1731.0,1056.0,855.0,2,1,1,0,0,1,0,1,0,0,1
3047,1,2,1,3,1044.5,1853.0,1453.0,792.0,80.0,0,2,0,1,0,1,0,1,0,1,0
3048,1,1,1,3,1166.5,197.0,1197.0,1075.0,2197.0,1,0,1,0,0,0,1,1,0,0,1
3049,1,2,1,5,1153.75,14.0,1239.0,2070.0,1292.0,1,1,1,0,0,0,1,0,1,0,1
3050,1,2,1,3,1394.25,529.0,1867.0,2058.0,1123.0,0,0,0,1,0,0,1,1,0,1,0
3051,1,3,1,1,822.0,1544.0,1260.0,429.0,55.0,1,2,0,0,1,0,1,1,0,0,1
3052,1,1,1,4,996.0,1536.0,1357.0,596.0,495.0,0,0,1,0,0,1,0,1,0,0,1
3053,2,2,1,4,1144.0,41.0,1818.0,1114.0,1603.0,1,0,1,0,0,0,1,1,0,0,1
3054,1,2,2,4,1213.0,665.0,1252.0,1883.0,1052.0,0,2,0,0,1,0,1,0,1,0,1
3055,1,2,1,5,769.75,652.0,961.0,809.0,657.0,0,2,0,0,1,0,1,1,0,1,0
3056,1,1,1,1,1047.75,2149.0,807.0,945.0,290.0,0,1,0,0,1,1,0,1,0,0,1
3057,1,1,1,6,193.5,199.0,463.0,1.0,111.0,1,2,0,1,0,1,0,0,1,1,0
3058,1,1,1,2,1234.75,1756.0,1209.0,1072.0,902.0,2,0,1,0,0,1,0,1,0,1,0
3059,1,3,2,3,1123.0,1921.0,1416.0,777.0,378.0,1,1,0,0,1,1,0,1,0,1,0
3060,1,1,1,4,1119.5,199.0,1618.0,1629.0,1032.0,1,1,0,0,1,1,0,0,1,1,0
3061,2,3,1,3,1333.75,705.0,1165.0,1693.0,1772.0,0,0,0,1,0,1,0,1,0,0,1
3062,1,3,1,3,947.5,13.0,479.0,1909.0,1389.0,0,2,0,1,0,1,0,1,0,1,0
3063,1,4,2,3,1045.75,1912.0,1170.0,705.0,396.0,2,1,0,1,0,1,0,1,0,0,1
3064,2,2,1,4,733.75,761.0,613.0,792.0,769.0,0,1,0,0,1,1,0,1,0,0,1
3065,1,1,2,4,1182.75,1223.0,1677.0,1060.0,771.0,2,1,1,0,0,0,1,1,0,0,1
3066,1,2,1,4,1149.75,567.0,1197.0,1609.0,1226.0,1,1,1,0,0,1,0,0,1,1,0
3067,1,2,1,3,778.0,726.0,989.0,596.0,801.0,2,0,1,0,0,1,0,1,0,1,0
3068,1,2,1,3,1139.75,281.0,925.0,1198.0,2155.0,1,2,1,0,0,0,1,1,0,0,1
3069,1,2,1,1,1033.75,1566.0,1302.0,909.0,358.0,2,0,1,0,0,0,1,1,0,0,1
3071,1,2,1,4,1049.5,247.0,1029.0,1743.0,1179.0,0,1,1,0,0,1,0,1,0,0,1
3072,1,1,1,4,1055.5,1931.0,1156.0,749.0,386.0,0,1,1,0,0,1,0,1,0,1,0
3073,1,3,2,3,1224.75,460.0,1320.0,1824.0,1295.0,2,0,0,0,1,0,1,1,0,1,0
3074,1,1,2,3,872.25,99.0,1282.0,1544.0,564.0,1,1,0,1,0,0,1,1,0,0,1
3075,1,3,2,3,764.5,337.0,517.0,1385.0,819.0,1,1,0,1,0,1,0,1,0,1,0
3076,2,1,2,4,948.25,1565.0,1402.0,567.0,259.0,2,1,0,1,0,1,0,1,0,0,1
3077,2,2,2,3,823.75,856.0,931.0,655.0,853.0,0,1,0,0,1,1,0,1,0,0,1
3078,1,1,1,4,1130.0,72.0,933.0,1649.0,1866.0,2,2,0,1,0,0,1,1,0,1,0
3079,1,1,1,3,234.5,324.0,118.0,446.0,50.0,2,0,1,0,0,0,1,0,1,1,0
3080,1,1,1,4,1127.75,282.0,1628.0,1824.0,777.0,2,1,0,0,1,0,1,1,0,0,1
3081,2,2,1,4,772.75,208.0,1403.0,985.0,495.0,0,1,0,1,0,1,0,1,0,0,1
3082,1,2,2,3,263.5,288.0,242.0,141.0,383.0,2,2,1,0,0,0,1,1,0,0,1
3083,2,2,1,3,648.0,617.0,670.0,739.0,566.0,2,2,1,0,0,1,0,1,0,0,1
3084,1,1,1,4,1104.75,1800.0,866.0,984.0,769.0,0,1,0,0,1,1,0,1,0,1,0
3085,1,2,1,3,1217.75,1546.0,1372.0,982.0,971.0,2,1,1,0,0,1,0,1,0,0,1
3086,1,3,1,3,269.25,118.0,440.0,361.0,158.0,1,0,1,0,0,1,0,0,1,0,1
3087,1,3,1,3,375.75,367.0,280.0,456.0,400.0,1,2,1,0,0,1,0,1,0,1,0
3088,2,3,1,3,1065.5,822.0,1740.0,933.0,767.0,1,0,0,1,0,1,0,1,0,0,1
3089,1,2,2,5,782.5,874.0,772.0,571.0,913.0,1,2,1,0,0,1,0,1,0,1,0
3090,1,2,1,4,1128.25,505.0,1208.0,2089.0,711.0,1,0,1,0,0,1,0,1,0,1,0
3091,1,1,1,5,995.0,1367.0,842.0,775.0,996.0,1,1,0,1,0,0,1,1,0,0,1
3092,1,1,2,6,1286.25,883.0,1446.0,1758.0,1058.0,1,0,1,0,0,1,0,1,0,0,1
3093,1,2,1,1,292.0,464.0,198.0,449.0,57.0,0,0,0,0,1,1,0,1,0,1,0
3094,2,1,1,4,243.5,63.0,278.0,205.0,428.0,0,2,1,0,0,1,0,0,1,0,1
3095,1,1,2,2,739.0,568.0,540.0,965.0,883.0,1,0,0,1,0,0,1,1,0,0,1
3096,2,2,1,4,1173.25,393.0,1586.0,1826.0,888.0,0,0,1,0,0,0,1,1,0,1,0
3097,2,4,1,3,1205.25,501.0,1547.0,2084.0,689.0,0,1,0,1,0,0,1,1,0,0,1
3098,2,2,2,4,1176.5,1612.0,1273.0,988.0,833.0,2,2,0,1,0,1,0,1,0,1,0
3099,1,2,1,4,186.5,172.0,471.0,64.0,39.0,1,1,0,1,0,1,0,1,0,0,1
3100,1,3,2,4,791.0,647.0,952.0,781.0,784.0,2,1,0,0,1,1,0,1,0,1,0
3101,1,1,1,3,773.5,648.0,991.0,532.0,923.0,1,1,1,0,0,0,1,0,1,0,1
3102,1,2,1,5,1092.75,1917.0,1209.0,868.0,377.0,1,0,0,0,1,0,1,1,0,1,0
3103,1,2,1,2,1012.75,1487.0,1503.0,476.0,585.0,0,2,0,0,1,1,0,0,1,0,1
3104,2,2,1,4,233.25,422.0,117.0,318.0,76.0,1,2,0,1,0,1,0,1,0,0,1
3105,1,4,1,4,1314.25,848.0,1227.0,1538.0,1644.0,1,0,0,0,1,0,1,1,0,0,1
3106,1,2,1,2,686.25,620.0,967.0,559.0,599.0,0,2,0,1,0,1,0,1,0,0,1
3107,1,2,1,3,190.75,248.0,359.0,54.0,102.0,1,1,1,0,0,0,1,0,1,0,1
3109,1,2,1,3,1241.0,1514.0,1761.0,686.0,1003.0,0,0,1,0,0,0,1,0,1,0,1
3110,1,3,1,4,1057.5,1838.0,1374.0,655.0,363.0,1,2,1,0,0,0,1,0,1,0,1
3111,1,2,1,5,230.25,260.0,295.0,328.0,38.0,1,1,0,1,0,1,0,1,0,0,1
3112,1,1,1,4,1205.75,496.0,1765.0,1840.0,722.0,0,0,0,0,1,0,1,1,0,0,1
3113,1,2,1,4,1090.75,1701.0,1461.0,737.0,464.0,1,1,1,0,0,0,1,1,0,0,1
3114,1,1,1,5,1115.5,808.0,911.0,1296.0,1447.0,0,2,0,1,0,0,1,1,0,0,1
3115,1,1,1,3,205.75,85.0,111.0,382.0,245.0,0,1,0,1,0,0,1,1,0,1,0
3116,2,2,1,3,1184.5,873.0,973.0,2075.0,817.0,0,2,1,0,0,0,1,1,0,0,1
3117,1,1,2,4,1193.5,674.0,1387.0,1394.0,1319.0,1,1,0,0,1,1,0,1,0,0,1
3118,1,2,1,3,1055.5,585.0,1320.0,844.0,1473.0,1,2,1,0,0,1,0,1,0,0,1
3119,1,1,1,3,1114.25,230.0,1644.0,1949.0,634.0,2,1,1,0,0,1,0,1,0,1,0
3120,1,2,1,2,1002.5,1527.0,1237.0,468.0,778.0,1,0,0,0,1,1,0,1,0,0,1
3121,1,1,2,3,248.0,202.0,262.0,305.0,223.0,1,2,1,0,0,1,0,1,0,1,0
3122,1,1,1,3,750.0,804.0,775.0,802.0,619.0,1,2,0,1,0,1,0,1,0,0,1
3123,1,2,1,4,1086.25,474.0,875.0,1009.0,1987.0,2,2,0,1,0,0,1,1,0,1,0
3124,1,3,1,4,746.0,537.0,878.0,588.0,981.0,0,1,0,1,0,0,1,0,1,0,1
3125,1,2,1,3,1162.25,1203.0,1670.0,1033.0,743.0,1,2,0,0,1,1,0,1,0,1,0
3126,2,1,1,2,1064.75,1960.0,1234.0,898.0,167.0,1,2,0,0,1,1,0,1,0,0,1
3127,1,2,2,6,1077.75,1784.0,1400.0,986.0,141.0,0,2,0,0,1,1,0,1,0,0,1
3128,1,3,1,3,1040.5,70.0,441.0,1510.0,2141.0,0,2,0,1,0,0,1,1,0,0,1
